sample_id,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
nodule-0_slice-2.png,0.0,0.0,0.3606557347487235,0.0,0.6153846074950692,0.0,0.4201680636960667,0.0,0.33846153325443795,0.0,0.0,0.0
nodule-0_slice-0.png,0.0,0.0,0.4251968470456941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-1.png,0.0,0.0,0.36764705612024223,0.0,0.0,0.0,0.35036496094624114,0.0,0.0,0.0,0.0,0.0
nodule-4_slice-2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-4_slice-0.png,0.0,0.0,0.21656050817477385,0.0,0.0,0.0,0.23611110947145064,0.0,0.0,0.0,0.0,0.0
nodule-4_slice-1.png,0.0,0.0,0.0,0.0,0.0,0.0,0.5371428540734694,0.0,0.0,0.0,0.0,0.0
nodule-4_slice-3.png,0.0,0.0,0.4489795887824518,0.0,0.0,0.0,0.4210526291166513,0.0,0.0,0.0,0.0,0.0
nodule-5_slice-4.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-5_slice-2.png,0.0,0.0,0.5086419740527359,0.0,0.0,0.0,0.49047618930839004,0.0,0.0,0.0,0.48113207433695265,0.0
nodule-5_slice-5.png,0.0,0.0,0.09230769195266272,0.0,0.0,0.0,0.12334801707776204,0.0,0.0,0.0,0.5421245401387379,0.0
nodule-5_slice-6.png,0.0,0.0,0.5594405555283878,0.0,0.0,0.0,0.47457626850521883,0.0,0.0,0.0,0.6785714225127552,0.0
nodule-5_slice-1.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-5_slice-7.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-5_slice-3.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-3_slice-0.png,0.0,0.0,0.7199999904000002,0.0,0.0,0.0,0.6046511557598703,0.0,0.0,0.0,0.8461538298816571,0.0
nodule-3_slice-1.png,0.0,0.0,0.6393442570545553,0.0,0.0,0.0,0.5925925882030179,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-2.png,0.0,0.0,0.28855721249474026,0.0,0.0,0.0,0.2577777766320988,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-0.png,0.0,0.0,0.377358487006052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666549707605,0.0
nodule-0_slice-1.png,0.0,0.0,0.6744185968090861,0.0,0.0,0.0,0.4999999956896552,0.0,0.0,0.0,0.3186813169303224,0.0
nodule-0_slice-3.png,0.0,0.0,0.1401273876425007,0.0,0.0,0.0,0.12571428499591839,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-2.png,0.0,0.0,0.6116207932366337,0.0,0.0,0.0,0.6116207932366337,0.0,0.0,0.0,0.3999999992,0.0
nodule-0_slice-0.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-1.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-0_slice-3.png,0.0,0.0,0.677824264946342,0.0,0.0,0.0,0.6751054823835212,0.0,0.0,0.0,0.724770638877199,0.0
nodule-1_slice-4.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-5.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-6.png,0.0,0.0,0.050991501271978754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-8.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-0.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-1.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodule-1_slice-7.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
